"","ID","Fuel_Type","Station_Na","Street_Add","Intersecti","City","State","ZIP","Status_Cod","Groups_Wit","Expected_D","Access_Day","Cards_Acce","NG_Fill_Ty","NG_PSI","Latitude","Longitude","Date_Last","Updated_At","Owner_Type","Federal_Ag","Federal__1","Open_Date","NG_Vehicle","ID_2"
"232",61161,"CNG","Clean Energy - City of Commerce","5926 Sheila St","LCNG Redeem station","Commerce","CA",90040,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FleetOne FuelMan Voyager Wright_Exp","Q",0,33.996505,-118.151208,2017-09-06,"2017-09-06 15:14:24 UTC","P","NA","NA","NA","HD","232"
"233",61167,"CNG","Clean Energy - Fort Worth South","1075 Everman Pkwy","LCNG station","Fort Worth","TX",76140,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card","A D M V CleanEnergy Comdata EFS FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",0,32.627591,-97.314361,2017-08-02,"2017-08-02 19:00:05 UTC","P","NA","NA","NA","HD","233"
"234",61168,"CNG","Clean Energy - Mesquite","3735 Forney Rd","LCNG station","Mesquite","TX",75149,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","A D M V CleanEnergy Comdata EFS FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",0,32.788653,-96.652383,2017-08-02,"2017-08-02 18:46:06 UTC","P","NA","NA","NA","HD","234"
"235",61169,"CNG","CNG 4 America - Baytown","15021 E Freeway Service Rd","Exit 803 at the I-10 Shell Travel Plaza","Cove","TX",77523,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp Comdata FleetOne","Q",3600,29.830522,-94.804667,2017-03-03,"2017-03-03 18:49:04 UTC","P","NA","NA","NA","HD","235"
"236",61368,"CNG","Clean Energy - ReFuel San Jose","1170 N 4th St","NA","San Jose","CA",95112,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; Class 8 tractor-trailers must unhitch trailer to reach the dispenser","A Debit D M V CleanEnergy Comdata CFN EFS FleetOne FuelMan GasCard PHH PacificPride Speedway Tchek TCH Voyager Wright_Exp","Q",3600,37.360042,-121.904057,2017-09-06,"2017-09-06 15:29:31 UTC","P","NA","NA","NA","HD","236"
"237",61369,"CNG","Clean Energy - Lathrop Food Express Inc","1262 E Madruga Rd","LCNG station","Lathrop","CA",95330,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","A D M V CleanEnergy EFS FuelMan Speedway Tchek TCH","Q",3600,37.7890634,-121.2891604,2017-07-06,"2017-07-06 17:27:52 UTC","P","NA","NA","NA","HD","237"
"238",61388,"CNG","Clean Energy - San Antonio Flying J #737","1815 N Foster Rd","Inside the Pilot Flying J center. LCNG station.","San Antonio","TX",78244,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card","A D M V CleanEnergy Comdata EFS FleetOne FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",0,29.446391,-98.360726,2017-08-02,"2017-08-02 19:00:53 UTC","P","NA","NA","NA","HD","238"
"239",61431,"CNG","City of Redlands","1270 W Park Ave","LCNG facility. Between Kansas and Tennessee on Park Ave.","Redlands","CA",92373,"E","Public - Credit card at all times","NA","24 hours daily","A D M V","Q",0,34.0594487,-117.2013448,2017-10-03,"2017-10-03 16:30:54 UTC","LG","NA","NA","NA","HD","239"
"240",61481,"CNG","GAIN Clean Fuel - Timco CNG","1601 E 1st St","NA","Santa Ana","CA",92701,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,33.745816,-117.846663,2017-04-06,"2017-04-06 14:12:47 UTC","LG","NA","NA","NA","HD","240"
"241",61537,"CNG","Tesei Petroleum","1300 S Gateway Dr","At Highway 99","Madera","CA",93637,"E","Public - Call ahead","NA","7:30am-5pm M-F; Also accepts CFN card after hours","Cash A D M V CFN","Q",0,36.950703,-120.049123,2016-05-09,"2017-05-26 18:24:06 UTC","P","NA","NA","NA","HD","241"
"242",61649,"CNG","Hutch's C-Store #111","1580 N Kansas Ave","NA","Liberal","KS",67901,"E","Public - Credit card after hours","NA","24 hours daily","A D M V Cash Checks FuelMan Voyager Wright_Exp","Q",3600,37.056116,-100.922348,2017-12-05,"2017-12-05 16:38:04 UTC","P","NA","NA","NA","HD","242"
"243",61853,"CNG","First Alt Fuel Inc","425 N Bois-D-Arc","One block north of downtown Tyler","Tyler","TX",75702,"E","Public - Credit card at all times","NA","24 hours daily; contact station for First Alt Fuel card","D M V FuelMan Proprietor Voyager Wright_Exp","Q",3600,32.354553,-95.3024949,2017-08-02,"2017-08-02 18:59:02 UTC","P","NA","NA","NA","HD","243"
"244",61871,"CNG","Hutch's C-Store #120","610 NE Highway 66","NA","Sayre","OK",73662,"E","Public","NA","24 hours daily","A D M V Cash Voyager Wright_Exp","Q",3600,35.3098993,-99.6318981,2017-11-02,"2017-11-02 17:35:29 UTC","P","NA","NA","NA","HD","244"
"245",62063,"CNG","CNGnGo","4333 W 530 Rd","NA","Pryor Creek","OK",74361,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata EFS FleetOne FuelMan Voyager Wright_Exp","Q",3600,36.249164,-95.333829,2017-12-05,"2017-12-05 16:35:03 UTC","P","NA","NA","NA","HD","245"
"246",62066,"CNG","Bennet Steel CNGnGo","2210 Industrial Rd","West side of Industrial Rd at 96th St S. Station is public access, but located in front of Bennet Steel.","Sapulpa","OK",74066,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata EFS FleetOne FuelMan Voyager Wright_Exp","Q",3600,36.025192,-96.102327,2016-08-03,"2017-12-26 22:58:15 UTC","P","NA","NA","NA","HD","246"
"247",62106,"CNG","GAIN Clean Fuel - Carthage","1086 US Highway 59 S","Located at Gateway Travel Plaza. The station is located south of Carthage along Highway 59 S and the SW Loop.","Carthage","TX",75633,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata GasCard Proprietor Voyager Wright_Exp","Q",3600,32.127622,-94.331561,2017-08-02,"2017-08-02 19:02:27 UTC","P","NA","NA","NA","HD","247"
"248",62266,"CNG","Mannford Compressed Natural Gas","210 E Trower Blvd","Highway 51; next to Phillips 66, in front of H&R Block","Mannford","OK",74044,"E","Public - Credit card at all times","NA","24 hours daily","A D M V","Q",3600,36.1285082,-96.358462,2017-10-03,"2017-10-03 16:29:52 UTC","LG","NA","NA","NA","HD","248"
"249",62268,"CNG","Sparq - Trinidad","806 E Goddard Ave","Immediate I-25 Access, Exit 15/US-160E toward Goddard Ave. Co-located with Shell convenience store.","Trinidad","CO",81082,"E","Public - Credit card at all times","NA","24 hours daily","M V FuelMan GasCard Wright_Exp","Q",3600,37.184258,-104.499643,2017-12-05,"2017-12-05 16:33:55 UTC","P","NA","NA","NA","HD","249"
"250",62313,"CNG","Oklahoma City Solid Waste Division","11501 N Portland Ave","NA","Oklahoma City","OK",73120,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Wright_Exp","Q",3600,35.5944217,-97.5878463,2017-10-03,"2017-10-03 16:25:50 UTC","P","NA","NA","NA","HD","250"
"251",62382,"CNG","High Plains Bioenergy","3271 US Highway 54","Southeast side of U.S. Highway 54 across from the main driveway off Highway 54","Guymon","OK",73942,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,36.7065958,-101.4432073,2017-10-03,"2017-10-03 16:32:04 UTC","P","NA","NA","NA","HD","251"
"252",62398,"CNG","American Natural Gas","3542 AR-367","NA","Searcy","AR",72143,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,35.199123,-91.73261,2015-11-03,"2017-10-25 19:36:10 UTC","P","NA","NA","NA","HD","252"
"253",62454,"CNG","ampCNG","330 Farm to Market 1189","NA","Brock","TX",76087,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp Comdata EFS Tchek TCH Trillium","Q",3600,32.698811,-97.959199,2017-03-03,"2017-03-03 19:54:54 UTC","P","NA","NA","NA","HD","253"
"254",62543,"CNG","GAIN Clean Fuel - Aurora","19401 E 32nd Pkwy","NA","Aurora","CO",80011,"E","Public - Credit card at all times","NA","24 hours daily; contact 920-243-5856 to set up account; Also accepts company proprietary card","A D M V GasCard Voyager Wright_Exp Comdata","Q",3600,39.7606561,-104.7617949,2017-04-06,"2017-04-06 14:15:10 UTC","P","NA","NA","NA","HD","254"
"255",62741,"CNG","Domino Express #9","1303 W 3rd St","NA","Elk City","OK",73644,"E","Public","NA","24 hours daily","A D M V Cash Checks FuelMan Voyager Wright_Exp","Q",3600,35.4117249,-99.419721,2017-10-03,"2017-10-03 16:34:54 UTC","P","NA","NA","NA","HD","255"
"256",62775,"CNG","Clean Energy - Albuquerque Flying J #689","9911 Avalon Rd NW","LCNG station","Albuquerque","NM",87105,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card","A D M V CleanEnergy Comdata EFS FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",0,35.07844,-106.745908,2017-08-02,"2017-08-02 18:49:03 UTC","P","NA","NA","NA","HD","256"
"257",62776,"CNG","GAIN Clean Fuel - Independence Fuel Systems","902 Mobile Dr","NA","Longview","TX",75604,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan GasCard Voyager Wright_Exp","Q",3600,32.496367,-94.805668,2017-08-02,"2017-08-02 18:51:31 UTC","P","NA","NA","NA","HD","257"
"258",62907,"CNG","GAIN Clean Fuel - Forrest City","3400 Commerce Dr","NA","Forrest City","AR",72335,"E","Public - Credit card at all times","NA","24 hours daily; contact 920-243-5856 to set up account; Also accepts company proprietary card","A D M V Voyager Wright_Exp Comdata","Q",3600,35.0422886,-90.8101424,2017-04-06,"2017-04-06 14:17:29 UTC","P","NA","NA","NA","HD","258"
"259",62933,"CNG","3G CNG","3529 Combine St","NA","Paso Robles","CA",93446,"E","Public - Credit card at all times","NA","24 hours daily","M V","Q",3600,35.645091,-120.6537007,2017-06-02,"2017-06-02 16:21:51 UTC","P","NA","NA","NA","HD","259"
"260",62996,"CNG","Love's Travel Stop #614","12605 Central Ave NW","Along I-40, Exit 149.","Albuquerque","NM",87121,"E","Public","NA","24 hours daily","A D M V Cash Checks FuelMan Voyager Wright_Exp","Q",3600,35.06347,-106.784256,2017-01-11,"2017-12-20 13:37:19 UTC","P","NA","NA","NA","HD","260"
"261",62997,"CNG","Love's Travel Stop #553","1055 N Grand Canyon Blvd","North of I-40","Williams","AZ",86046,"E","Public","NA","24 hours daily","A D M V Cash Checks FuelMan Voyager Wright_Exp","Q",3600,35.262599,-112.193269,2017-01-11,"2017-12-20 13:36:21 UTC","P","NA","NA","NA","HD","261"
"262",63276,"CNG","American Natural Gas","6580 Kansas Ave","NA","Kansas City","KS",66111,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Shell card and Irving card","A D M V FuelMan GasCard Voyager Wright_Exp Comdata EFS FleetOne Tchek TCH","Q",3600,39.088403,-94.731608,2017-03-03,"2017-10-25 19:36:09 UTC","P","NA","NA","NA","HD","262"
"263",63277,"CNG","American Natural Gas","4200 Duncanville Rd","NA","Dallas","TX",75236,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Shell card and Irving card","M V Comdata EFS FuelMan GasCard Tchek TCH Voyager Wright_Exp","Q",3600,32.693713,-96.908701,2017-07-06,"2017-07-06 17:25:20 UTC","P","NA","NA","NA","HD","263"
"264",63278,"CNG","American Natural Gas","650 E Centre Park Blvd","NA","DeSoto","TX",75115,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Shell card and Irving card","M V FuelMan GasCard Voyager Wright_Exp Comdata EFS Tchek TCH","Q",3600,32.624698,-96.843268,2017-01-11,"2017-10-25 19:35:45 UTC","P","NA","NA","NA","HD","264"
"265",63447,"CNG","City of Deming","1315 W Pine St","NA","Deming","NM",88030,"E","Public - Credit card at all times","NA","24 hours daily; customers may call Bryan Reedy (575-546-8848 x129) with questions","A D M V FuelMan Voyager Wright_Exp","Q",3600,32.267478,-107.7738567,2017-10-03,"2017-10-03 16:29:34 UTC","LG","NA","NA","NA","HD","265"
"266",63576,"CNG","CNG@WORK","401 Kindleberger Rd","Located in the Fairfax Industrial Park with easy access off I-635; and in close proximity to I-29, I-35 and I-70.","Kansas City","KS",66115,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Multi Service fuel card","A D M V CFN FuelMan PHH Voyager Wright_Exp Comdata","Q",3600,39.150215,-94.617481,2017-05-04,"2017-05-04 13:16:16 UTC","P","NA","NA","NA","HD","266"
"267",63579,"CNG","Clean Energy - Winslow Flying J #612","404 Transcon Ln","LCNG station","Winslow","AZ",86047,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card","A D M V CleanEnergy Comdata EFS FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",0,35.01643,-110.675005,2017-08-02,"2017-08-02 18:51:27 UTC","P","NA","NA","NA","HD","267"
"268",63600,"CNG","Sparq - U Pump It","156 N Campus Dr","At Fulton","Garden City","KS",67846,"E","Public - Credit card at all times","NA","24 hours daily","M V FuelMan GasCard Voyager Wright_Exp","Q",3600,37.9625013,-100.8473341,2017-10-03,"2017-10-03 16:30:56 UTC","P","NA","NA","NA","HD","268"
"269",63601,"CNG","Sparq - Neighbors Exxon","6050 Highway 157","Highway 157 & Sligo Rd.","Haughton","LA",71037,"P","PLANNED - not yet accessible (Public - Credit card at all times)","2018-09-15","24 hours daily","A D M V FuelMan GasCard Voyager Wright_Exp","Q",3600,32.469332,-93.509659,2017-12-05,"2017-12-05 16:39:57 UTC","P","NA","NA","NA","HD","269"
"270",63602,"CNG","City of Tulsa","7952 E 33rd St S","Adjacent to Tulsa Transit's Memorial Midtown station.","Tulsa","OK",74145,"E","Public","NA","24 hours daily","NA","Q",3600,36.114123,-95.890616,2017-08-02,"2017-08-02 19:08:08 UTC","LG","NA","NA","NA","HD","270"
"271",63603,"CNG","Bubble City Truck Stop","3125 Bloomfield Hwy","NA","Farmington","NM",87401,"E","Public","NA","5am-10pm M-Sat, 7am-9pm Sun","A D M V Cash Comdata EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,36.7188108,-108.1677503,2017-10-03,"2017-10-03 16:25:27 UTC","P","NA","NA","NA","HD","271"
"272",63660,"CNG","Clean Energy - Dillon Transport","4070 S Farm-to-Market 1788","LCNG station","Midland","TX",79706,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts PFGift Card","A D M V CleanEnergy Comdata EFS FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",0,31.9141313,-102.2163417,2017-08-02,"2017-08-02 18:49:00 UTC","P","NA","NA","NA","HD","272"
"273",63665,"CNG","OnCue Express #45","7850 Acre Rd","NA","Billings","OK",74630,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp","Q",3600,36.535661,-97.33916,2017-11-02,"2017-11-02 17:27:24 UTC","P","NA","NA","NA","HD","273"
"274",63673,"CNG","Speedy Fuel","1492 S Lorena St","NA","Los Angeles","CA",90023,"E","Public","NA","24 hours daily","M V Cash Voyager Wright_Exp","Q",3600,34.016859,-118.208994,2017-07-06,"2017-07-06 17:16:44 UTC","P","NA","NA","NA","HD","274"
"275",63680,"CNG","Clean Energy - Houston Valero","9221 Wallisville Rd","NA","Houston","TX",77013,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card","A D M V CleanEnergy Comdata EFS FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",0,29.792524,-95.2656527,2017-11-02,"2017-11-02 17:36:57 UTC","P","NA","NA","NA","HD","275"
"276",63681,"CNG","Clean Energy - Waco Flying J #739","2409 S New Rd","LCNG station","Waco","TX",76711,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card","A D M V CleanEnergy Comdata EFS FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",0,31.509017,-97.146246,2017-08-02,"2017-08-02 18:49:02 UTC","P","NA","NA","NA","HD","276"
"277",63757,"CNG","CNG 4 America - Austin","907 E St Johns Ave","Behind the Pollo Campero restaurant/ Sunrise Mini Mart. Notable by iron fence surrounding property. Primary signage is Pollo Campero. CNG is the only fuel sold, currently no CNG signage","Austin","TX",78752,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp","Q",3600,30.3312268,-97.7014257,2017-03-03,"2017-03-03 18:49:07 UTC","P","NA","NA","NA","HD","277"
"278",63816,"CNG","X3Energy","685 Tia Juana St","Station is 2.5 blocks north of East Platte Ave","Colorado Springs","CO",80909,"E","Public - Credit card at all times","NA","24 hours daily; station can accommodate most heavy-duty vehicles, except for tractor trailers.","A D M V Proprietor Voyager Wright_Exp","Q",3600,38.842479,-104.773243,2016-09-02,"2017-12-07 23:12:35 UTC","P","NA","NA","NA","HD","278"
"279",63817,"CNG","X3Energy","14827 Weld County Rd 42","Station is located at Highway 85 and WCR 42","Gilcrest","CO",80623,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Proprietor Voyager Wright_Exp","Q",3600,40.289904,-104.775421,2016-09-02,"2017-12-07 23:12:30 UTC","P","NA","NA","NA","HD","279"
"280",64049,"CNG","Colorado Springs Utilities - X3Energy - Ward Alternative Energy","7790 Durant Dr","Off Woodman Rd and Duryea Dr.","Colorado Springs","CO",80920,"E","Public - Credit card at all times","NA","24 hours daily; customers can call 720-941-2791 to set up a fueling account","A D M V FuelMan Proprietor Voyager Wright_Exp","Q",3600,38.944657,-104.723893,2016-04-04,"2017-12-07 23:12:14 UTC","T","NA","NA","NA","HD","280"
"281",64208,"CNG","Love's Travel Stop #450","800 Martin Luther King Jr Dr","I-40, exit 280","West Memphis","AR",72301,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,35.153586,-90.137677,2016-10-04,"2017-12-20 13:22:31 UTC","P","NA","NA","NA","HD","281"
"282",64212,"CNG","Love's Travel Stop #266","3201 12th Ave NW","NA","Ardmore","OK",73401,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,34.187478,-97.171017,2017-01-11,"2017-12-20 03:21:52 UTC","P","NA","NA","NA","HD","282"
"283",64213,"CNG","Love's Travel Stop #255","214 S Highway 100","I-40, Exit 287","Webbers Falls","OK",74470,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,35.527616,-95.119289,2017-01-11,"2017-12-20 03:19:15 UTC","P","NA","NA","NA","HD","283"
"284",64214,"CNG","Titan NGV Fueling","24201 El Toro Rd","Station is located on the north side of I-5.","Lake Forest","CA",92630,"E","Public - Credit card at all times","NA","24 hours daily; station can accommodate heavy-duty vehicles, except 50 ft tractor-trailers. See http://www.titanngv.com/ for more details.","A D M V Voyager Wright_Exp","Q",3600,33.615669,-117.706694,2017-05-04,"2017-05-04 13:18:51 UTC","P","NA","NA","NA","HD","284"
"285",64318,"CNG","CNG Energy Partners - Lake Jackson","204 Medical Dr","NA","Lake Jackson","TX",77566,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata EFS FleetOne FuelMan GasCard PHH PacificPride Speedway Voyager Wright_Exp","Q",3600,29.0311094,-95.4517341,2017-11-02,"2017-11-02 17:34:49 UTC","LG","NA","NA","NA","HD","285"
"286",64464,"CNG","VNG - Circle K","12300 Veterans Memorial Blvd","Veterans Memorial Blvd and Spears Rd","Houston","TX",77067,"E","Public - Credit card at all times","NA","24 hours daily; canopy clearance is 14 feet","A D M V Comdata FleetOne FuelMan Voyager Wright_Exp","Q",3600,29.9645757,-95.4828918,2017-08-02,"2017-08-02 18:49:18 UTC","P","NA","NA","NA","HD","286"
"287",64827,"CNG","El Dorado City Public Works","222 E 2nd Ave","NA","El Dorado","KS",67042,"E","Public - Credit card at all times","NA","24 hours daily","M V Voyager Wright_Exp","Q",3600,37.819836,-96.847399,2017-10-03,"2017-10-03 16:30:13 UTC","LG","NA","NA","NA","HD","287"
"288",64848,"CNG","VNG - Valero","3411 Antoine Dr","Antoine Dr and W 34th St","Houston","TX",77092,"E","Public - Credit card at all times","NA","24 hours daily; canopy clearance is 15 feet","A D M V Comdata FleetOne FuelMan Voyager Wright_Exp","Q",3600,29.819756,-95.474189,2017-08-02,"2017-08-02 19:02:55 UTC","P","NA","NA","NA","HD","288"
"289",64849,"CNG","VNG - Shell","12977 Trinity Blvd","Trinity Blvd and S Main St","Fort Worth","TX",76040,"E","Public - Credit card at all times","NA","24 hours daily; canopy clearance is 16 feet","A D M V Comdata FleetOne FuelMan Voyager Wright_Exp","Q",3600,32.8198,-97.083704,2017-08-02,"2017-08-02 18:49:04 UTC","P","NA","NA","NA","HD","289"
"290",64938,"CNG","American Natural Gas","3543 AR-367","Located off of Exit 42 on Hwy 67/167","Higginson","AR",72068,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata EFS FuelMan Wright_Exp","Q",3600,35.006282,-91.974338,2016-10-04,"2017-10-25 19:36:05 UTC","P","NA","NA","NA","HD","290"
"291",65032,"CNG","B&H Construction","600 W Interstate Dr","Exit 104 on I-35.","Goldsby","OK",73093,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Wright_Exp","Q",3600,35.1505377,-97.479381,2017-09-06,"2017-09-06 15:22:14 UTC","P","NA","NA","NA","HD","291"
"292",65442,"CNG","Clean Energy - Morongo Basin Transit Authority","62405 Verbena Rd","NA","Joshua Tree","CA",92252,"E","Public - Credit card at all times","NA","M-F 8am-5pm","M V Voyager","Q",3600,34.137562,-116.3033322,2015-03-04,"2016-04-29 17:04:00 UTC","P","NA","NA","NA","HD","292"
"293",65444,"CNG","Kum & Go #414","1220 E Robinson","NA","Springdale","AR",72764,"E","Public","NA","24 hours daily","Cash Checks A D M V FuelMan Voyager Wright_Exp","Q",3600,36.1675057,-94.1189426,2017-04-06,"2017-04-06 14:20:28 UTC","P","NA","NA","NA","HD","293"
"294",65458,"CNG","Clean Energy - Morongo Basin Transit Authority","6994 Bullion Ave","NA","Twentynine Palms","CA",92277,"E","Public - Credit card at all times","NA","M-F 8am-5pm","M V Voyager","Q",3600,34.1261383,-116.063635,2015-02-03,"2016-04-29 17:05:18 UTC","P","NA","NA","NA","HD","294"
"295",65521,"CNG","American Natural Gas","5260 W 2400 S","Exit 11/Highway 201","West Valley City","UT",84120,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Visa Fleet and MasterCard Fleet cards, Shell card, and Irving card","M V FuelMan GasCard Voyager Wright_Exp Comdata EFS Tchek TCH","Q",3600,40.718355,-112.019116,2017-01-11,"2017-10-25 19:36:04 UTC","P","NA","NA","NA","HD","295"
"296",65522,"CNG","American Natural Gas","5348 E Houston St","NA","San Antonio","TX",78220,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Shell card and Irving card","M V FuelMan GasCard Voyager Wright_Exp Comdata EFS Tchek TCH","Q",3600,29.4208519,-98.3863246,2017-01-11,"2017-10-25 19:35:34 UTC","P","NA","NA","NA","HD","296"
"297",65523,"CNG","American Natural Gas","35750 Highway 58","NA","Buttonwillow","CA",93206,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Shell card and Irving card","M V FuelMan GasCard Voyager Wright_Exp Comdata EFS Tchek TCH","Q",3600,35.3995064,-119.3999759,2017-02-01,"2017-10-25 19:35:41 UTC","P","NA","NA","NA","HD","297"
"298",65549,"CNG","Sun Metro","10151 Montana Ave","NA","El Paso","TX",79925,"P","PLANNED - not yet accessible (Public)","2018-05-15","NA","NA","Q",3600,31.7973359,-106.3444745,2017-08-02,"2017-08-02 18:56:15 UTC","LG","NA","NA","NA","HD","298"
"299",65555,"CNG","Freedom CNG","303 Fallbrook Dr","NA","Houston","TX",77038,"E","Public - Credit card at all times","NA","24 hours daily; also fills CNG tube trailers","D M V FuelMan Voyager Wright_Exp Comdata","Q",3600,29.9308354,-95.4200137,2017-08-02,"2017-08-02 19:03:33 UTC","P","NA","NA","NA","HD","299"
"300",65699,"CNG","City of Temple","2625 E Ave H","Off Hwy 363, Avenue H becomes ""Little Flock"" Rd.","Temple","TX",76501,"E","Public - Credit card at all times","NA","24 hours daily","M V","Q",3600,31.082418,-97.315536,2017-11-02,"2017-11-02 17:30:32 UTC","LG","NA","NA","NA","HD","300"
"301",65700,"CNG","Trillium CNG - San Francisco Airport","50 Old Bayshore Hwy","Highway 101, Exit 240.","Millbrae","CA",94030,"E","Public - Credit card at all times","NA","24 hours daily","A D M V EFS Tchek TCH Trillium Voyager","Q",0,37.604307,-122.375844,2016-10-04,"2017-12-20 14:07:43 UTC","LG","NA","NA","NA","HD","301"
"302",65748,"CNG","X3Energy","2323 117th Ave","At Highpointe Business Park at Colorado 257 and U.S. 34","Greeley","CO",80634,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Proprietor Voyager Wright_Exp","Q",3600,40.4012605,-104.8681299,2016-10-04,"2017-12-07 23:12:40 UTC","P","NA","NA","NA","HD","302"
"303",65753,"CNG","Champion CNG","316 N Main St","NA","Hennessey","OK",73742,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp","Q",3600,36.111687,-97.89895,2017-10-03,"2017-10-03 16:27:14 UTC","P","NA","NA","NA","HD","303"
"304",65814,"CNG","Clean Energy - Aviation CNG","9131 Aviation Blvd","NA","Inglewood","CA",90301,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",0,33.952879,-118.37703,2017-07-06,"2017-07-06 17:19:31 UTC","P","NA","NA","NA","HD","304"
"305",66310,"CNG","Freedom CNG","7400 W County Rd 116","NA","Midland","TX",79706,"E","Public - Credit card at all times","NA","24 hours daily; also fills CNG tube trailers","D M V Comdata FuelMan Voyager Wright_Exp","Q",3600,31.93986,-102.171444,2017-08-02,"2017-08-02 19:02:02 UTC","P","NA","NA","NA","HD","305"
"306",66625,"CNG","Clean N' Green","1850 W Betteravia Rd","NA","Santa Maria","CA",93455,"E","Public - Credit card at all times","NA","8am-5pm M-Sat; Also accepts Clean N' Green card","D M V FuelMan Voyager Wright_Exp","B",3600,34.9213,-120.478226,2017-07-06,"2017-07-06 17:28:20 UTC","P","NA","NA","NA","HD","306"
"307",66683,"CNG","Poteau CNG","34042 Old Wister Hwy","Station is located next to Jamatt RV Sales, just before you get to the bypass.","Poteau","OK",74953,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp","Q",3600,35.029413,-94.647768,2017-09-06,"2017-09-06 15:15:53 UTC","P","NA","NA","NA","HD","307"
"308",66757,"CNG","EDCO Disposal - San Marcos","224 S Las Posas Rd","NA","San Marcos","CA",92078,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata Voyager Wright_Exp","Q",3600,33.141665,-117.1934226,2016-10-04,"2017-12-15 13:32:37 UTC","P","NA","NA","NA","HD","308"
"309",66761,"CNG","EDCO Disposal - La Mesa","8173 Commercial St","NA","La Mesa","CA",91942,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata FuelMan Voyager Wright_Exp","Q",3600,32.772799,-117.02164,2016-10-04,"2017-12-15 13:30:39 UTC","P","NA","NA","NA","HD","309"
